po_line_id,po_id,part_id,ordered_qty,unit_price
2390,839,192,276,544.84
2391,839,21,71,212.23
2392,840,103,20,727.72
2393,840,173,138,385.64
2394,841,145,107,589.01
2395,841,160,225,71.32
2396,841,127,1294,272.41
2397,841,174,244,254.08
2398,842,25,263,234.2
2399,842,191,112,138.61
2400,842,66,8,534.98
2401,842,46,30,169.57
2402,843,195,95,252.26
2403,843,11,1171,231.25
2404,843,145,506,461.51
2405,843,180,57,383.35
2406,844,47,337,521.83
2407,844,70,396,557.39
2408,844,41,545,142.52
2409,845,169,159,48.06
2410,845,33,545,371.45
2411,846,32,193,577.88
2412,847,168,27,497.86
2413,848,61,87,538.14
2414,848,84,100,306.61
2415,848,60,644,62.12
2416,848,111,1333,632.89
2417,849,83,5,185.99
2418,849,13,188,209.58
2419,849,53,10,153.54
2420,849,171,698,614.92
2421,850,8,107,563.32
2422,850,106,89,65.34
2423,850,22,110,88.04
2424,850,170,386,200.54
2425,850,148,1398,431.37
2426,851,193,63,403.9
2427,851,44,100,361.55
2428,852,189,63,574.8
2429,852,13,1417,231.71
2430,852,56,28,453.68
2431,852,40,123,63.17
2432,853,82,147,428.48
2433,853,187,278,558.08
2434,853,3,238,420.75
2435,854,119,72,578.45
2436,854,99,733,190.96
2437,855,23,570,642.58
2438,855,67,452,219.44
2439,855,157,13,587.08
2440,856,113,36,729.46
2441,856,86,11,329.15
2442,856,101,267,27.34
2443,856,179,72,186.8
2444,856,77,447,123.25
2445,857,31,289,313.39
2446,857,14,101,723.99
2447,857,92,1212,208.18
2448,858,129,432,734.05
2449,858,28,695,528.23
2450,858,24,488,218.43
2451,858,53,565,159.97
2452,858,190,72,240.84
2453,859,42,54,44.08
2454,859,196,96,51.61
2455,859,153,43,466.44
2456,860,198,15,228.31
2457,860,10,177,651.83
2458,860,122,8,233.84
2459,861,123,5,596.65
2460,862,199,605,702.91
2461,862,179,101,199.76
2462,863,108,19,288.71
2463,863,6,157,638.79
2464,863,41,58,130.02
2465,863,17,298,267.53
2466,864,161,437,274.1
2467,865,106,10,64.51
2468,865,193,42,435.92
2469,866,178,43,414.71
2470,867,143,14,605.01
2471,867,126,10,524.01
2472,867,172,648,83.13
2473,868,156,73,655.63
2474,868,58,103,397.85
2475,868,61,61,492.7
2476,869,154,144,60.88
2477,869,167,405,491.32
2478,869,105,46,481.99
2479,869,77,27,135.57
2480,870,63,290,607.29
2481,870,27,10,166.73
2482,870,195,196,234.11
2483,870,3,66,458.72
2484,870,32,526,566.44
2485,871,167,102,381.51
2486,871,4,528,654.62
2487,871,82,99,393.91
2488,872,65,103,461.42
2489,872,128,291,428.99
2490,872,112,884,395.63
2491,872,21,126,195.13
2492,872,151,15,734.15
2493,872,55,78,89.5
2494,873,51,20,543.4
2495,873,123,8,608.67
2496,873,148,79,405.2
2497,873,38,499,490.16
2498,873,40,28,64.53
2499,873,178,11,396.03
2500,873,111,252,663.2
2501,874,7,185,692.06
2502,874,160,43,82.74
2503,874,123,74,784.12
2504,874,165,52,69.66
2505,875,82,119,427.46
2506,875,149,148,468.96
2507,875,30,86,295.97
2508,875,156,514,614.78
2509,876,77,548,135.38
2510,876,130,686,24.95
2511,877,162,151,372.67
2512,877,157,1223,694.1
2513,878,112,27,356.69
2514,879,65,98,387.24
2515,879,123,329,599.83
2516,880,132,44,661.8
2517,880,117,1357,243.38
2518,880,114,251,388.3
2519,881,96,274,551.83
2520,881,127,13,290.08
2521,882,164,8,399.01
2522,882,200,43,49.54
2523,882,8,18,514.94
2524,883,83,113,158.37
2525,883,187,71,519.94
2526,884,169,685,41.6
2527,885,157,15,684.28
2528,886,196,84,43.76
2529,887,50,72,38.93
2530,887,183,521,302.88
2531,887,95,656,92.43
2532,887,157,310,588.76
2533,887,121,10,167.94
2534,888,84,680,299.25
2535,888,163,643,664.13
2536,888,121,135,160.65
2537,888,130,11,25.08
2538,889,165,374,67.52
2539,889,132,91,613.57
2540,890,128,74,489.56
2541,890,129,555,686.61
2542,890,84,75,356.35
2543,891,36,66,304.34
2544,891,154,745,68.32
2545,892,21,14,220.93
2546,893,177,32,444.98
2547,893,38,39,481.43
2548,893,104,56,76.58
2549,894,109,94,388.45
2550,894,128,268,513.89
2551,894,31,942,315.51
2552,894,18,408,1.6
2553,895,142,500,563.9
2554,895,118,61,542.62
2555,895,172,525,63.78
2556,895,9,25,528.1
2557,895,130,489,24.82
2558,896,159,13,303.25
2559,896,95,8,113.05
2560,897,105,11,400.34
2561,897,156,8,656.55
2562,897,107,190,502.87
2563,897,115,20,360.13
2564,898,58,12,460.48
2565,898,116,537,481.36
2566,898,146,19,516.13
2567,898,143,14,522.3
2568,898,198,21,237.83
2569,899,136,106,363.05
2570,899,56,141,537.82
2571,899,9,1433,560.42
2572,900,114,14,338.11
2573,901,106,97,58.6
2574,901,12,53,131.1
2575,902,193,30,353.44
2576,902,84,629,357.16
2577,903,169,74,44.58
2578,903,34,17,102.08
2579,904,167,113,475.01
2580,904,158,65,44.52
2581,904,189,14,593.86
2582,904,129,63,717.01
2583,905,12,16,116.5
2584,905,135,786,115.78
2585,905,6,967,768.13
2586,906,149,51,542.86
2587,906,63,127,625.08
2588,906,30,8,272.88
2589,906,104,147,62.78
2590,907,5,116,447.07
2591,907,181,5,225.12
2592,907,71,53,141.07
2593,908,151,489,644.67
2594,908,36,225,249.28
2595,908,34,442,95.49
2596,909,62,115,490.64
2597,909,86,1396,424.75
2598,910,174,18,288.6
2599,910,58,665,380.26
2600,910,168,1010,584.23
2601,910,101,54,30.45
2602,910,55,17,95.46
2603,910,144,797,599.46
2604,911,70,568,527.0
2605,912,182,374,607.02
2606,912,105,541,386.38
2607,912,103,36,755.03
2608,913,5,1402,476.83
2609,913,70,1044,519.62
2610,913,180,113,447.82
2611,914,3,538,349.54
2612,915,145,289,499.27
2613,915,149,132,590.19
2614,916,30,282,248.22
2615,916,102,7,655.98
2616,916,105,44,397.37
2617,917,25,28,213.36
2618,918,105,17,415.73
2619,918,99,27,201.64
2620,919,113,109,641.01
2621,920,42,1256,48.94
2622,921,128,542,419.07
2623,921,191,43,157.5
2624,922,166,951,41.8
2625,922,130,23,21.94
2626,922,158,64,38.25
2627,923,72,144,362.74
2628,923,45,67,403.07
2629,924,107,13,548.49
2630,924,86,9,375.2
2631,925,89,500,71.84
2632,925,175,281,343.25
2633,926,187,12,620.21
2634,926,95,1383,114.32
2635,926,66,659,578.53
2636,927,130,929,21.37
2637,927,125,26,661.68
2638,928,153,62,435.41
2639,928,101,26,29.9
2640,929,125,58,526.55
2641,930,196,13,47.46
2642,930,70,7,433.54
2643,931,91,44,286.5
2644,932,111,326,578.91
2645,933,32,29,449.28
2646,933,177,426,504.78
2647,933,93,1468,153.74
2648,934,124,25,642.06
2649,935,164,57,478.76
2650,935,16,24,491.0
2651,935,131,57,495.3
2652,936,9,342,579.11
2653,936,178,103,410.96
2654,937,39,75,47.81
2655,937,105,63,447.88
2656,937,121,465,153.45
2657,937,41,167,147.95
2658,938,32,793,515.13
2659,938,149,114,506.97
2660,938,163,54,507.81
2661,939,69,26,302.73
2662,939,156,85,727.92
2663,939,157,30,673.51
2664,940,104,657,83.54
2665,940,105,14,430.45
2666,940,130,115,28.64
2667,940,67,501,208.82
2668,941,20,62,458.59
2669,942,28,8,432.84
2670,942,124,21,670.72
2671,942,116,14,539.14
2672,942,153,1473,530.9
2673,943,132,78,662.38
2674,943,5,15,413.12
2675,943,27,14,219.36
2676,943,102,20,699.23
2677,944,158,6,40.88
2678,944,165,697,70.36
2679,944,94,282,527.4
2680,944,50,15,30.46
2681,945,22,439,85.98
2682,945,6,184,600.14
2683,946,91,54,248.22
2684,946,16,337,442.61
2685,946,75,1452,231.77
2686,947,38,641,611.65
2687,947,87,27,602.19
2688,947,27,300,214.29
2689,948,12,11,134.62
2690,948,107,6,666.04
2691,949,149,64,533.44
2692,949,128,113,456.41
2693,949,167,196,434.07
2694,949,5,1456,473.89
2695,950,96,143,554.42
2696,950,13,891,275.9
2697,951,42,9,39.55
2698,951,30,11,302.69
2699,951,75,58,211.51
2700,952,5,22,484.92
2701,953,7,18,570.02
2702,953,14,11,748.26
2703,953,88,50,683.7
2704,953,190,70,238.15
2705,953,171,243,656.53
2706,953,101,134,25.83
2707,954,137,72,280.38
2708,954,31,1326,303.81
2709,955,172,828,64.65
2710,955,174,55,323.34
2711,955,45,21,424.97
2712,956,126,293,502.89
2713,956,198,811,221.76
2714,956,95,105,88.09
2715,956,75,1129,252.5
2716,956,61,25,506.26
2717,957,103,267,610.03
2718,957,106,850,70.74
2719,958,166,1418,42.88
2720,958,5,199,398.31
2721,958,72,1242,354.24
2722,959,158,129,38.26
2723,959,149,13,558.8
2724,959,14,241,540.6
2725,959,188,14,198.11
2726,959,49,875,444.2
2727,959,30,76,249.42
2728,960,104,6,75.33
2729,961,54,34,727.51
2730,962,45,12,334.84
2731,962,99,124,195.21
2732,963,59,9,603.41
2733,963,60,291,63.51
2734,964,122,12,192.03
2735,965,76,27,90.73
2736,965,82,233,404.36
2737,965,120,11,541.46
2738,965,190,256,269.28
2739,966,86,1309,401.29
2740,966,106,26,71.14
2741,966,198,55,185.7
2742,966,113,932,621.63
2743,967,62,7,408.23
2744,967,167,257,437.44
2745,968,14,54,744.44
2746,968,102,69,617.55
2747,968,107,29,555.99
2748,968,84,9,292.51
2749,968,191,35,135.89
2750,968,109,136,447.69
2751,968,6,269,668.04
2752,968,44,1178,311.94
2753,969,32,193,607.61
2754,969,81,241,722.16
2755,970,183,1229,331.13
2756,970,30,10,248.52
2757,970,103,1457,577.63
2758,971,186,7,609.72
2759,971,68,162,439.19
2760,972,107,11,628.35
2761,972,113,19,741.31
2762,973,183,11,336.96
2763,973,68,455,474.21
2764,974,82,10,391.81
2765,974,168,505,497.53
2766,975,167,53,396.84
2767,975,24,688,182.9
2768,975,127,313,292.81
2769,975,104,27,76.44
2770,975,23,226,651.21
2771,976,8,49,486.78
2772,976,63,922,475.2
2773,977,17,637,278.27
2774,978,82,122,422.06
2775,978,75,938,251.74
2776,978,34,27,79.43
2777,978,200,137,51.26
2778,979,45,570,324.54
2779,979,78,82,625.65
2780,979,170,144,200.02
2781,979,182,1028,514.8
2782,980,16,13,488.39
2783,980,165,152,58.89
2784,980,109,261,492.37
2785,980,76,848,87.06
2786,980,33,56,292.33
2787,980,191,461,145.52
2788,981,193,79,388.55
2789,982,60,14,76.51
2790,983,81,53,611.62
2791,983,3,788,347.79
2792,984,122,395,213.86
2793,984,168,742,471.15
2794,984,27,256,195.36
2795,984,58,270,338.91
2796,984,165,104,70.66
2797,985,83,55,177.36
2798,985,116,1027,594.53
2799,985,192,30,554.26
2800,986,72,81,327.49
2801,986,164,15,431.73
2802,986,73,665,226.43
2803,987,111,196,580.11
2804,987,195,100,230.72
2805,988,93,1342,160.15
2806,988,62,820,418.41
2807,988,20,13,388.6
2808,988,171,6,638.08
2809,989,160,239,74.35
2810,989,102,12,600.69
2811,989,143,104,574.53
2812,990,91,49,287.75
2813,990,9,113,514.99
2814,990,154,327,60.62
2815,991,53,689,160.03
2816,992,74,11,284.24
2817,992,20,13,459.7
2818,992,110,665,698.2
2819,992,163,25,575.68
2820,992,25,105,256.67
2821,993,191,7,163.19
2822,993,168,10,555.68
2823,993,14,128,657.27
2824,993,101,1326,25.17
2825,993,129,29,588.45
2826,993,52,99,505.91
2827,993,23,13,663.09
2828,993,196,20,46.01
2829,994,110,480,557.69
2830,994,32,30,496.64
2831,994,109,20,459.57
2832,994,45,13,347.99
2833,995,180,28,350.17
2834,995,126,61,417.49
2835,995,66,34,556.52
2836,996,124,9,665.12
2837,996,67,11,199.58
2838,997,13,1163,281.15
2839,998,85,29,631.51
2840,999,1,59,327.96
2841,999,197,198,377.91
2842,999,148,553,385.1
2843,999,94,642,550.75
2844,1000,90,14,60.54
2845,1000,117,9,247.99
2846,1001,33,30,336.45
2847,1001,150,287,383.88
2848,1001,39,6,53.47
2849,1001,22,17,95.75
2850,1001,62,7,419.31
2851,1002,72,14,362.29
2852,1002,135,14,135.02
2853,1002,199,11,664.1
2854,1002,74,251,286.29
2855,1002,183,1305,253.36
2856,1002,188,1257,243.41
2857,1002,27,35,216.78
2858,1003,123,15,785.16
2859,1004,113,112,571.0
2860,1004,133,9,256.12
2861,1004,53,137,148.4
2862,1005,2,299,670.18
2863,1006,96,146,620.97
2864,1006,28,1043,427.93
2865,1007,144,101,562.24
2866,1007,198,74,210.34
2867,1007,64,652,493.44
2868,1008,54,56,599.52
2869,1009,44,866,307.72
2870,1009,79,136,229.71
2871,1010,83,28,163.94
2872,1011,133,12,243.89
2873,1011,34,12,101.66
2874,1011,53,230,141.14
2875,1011,68,28,524.36
2876,1011,142,705,624.01
2877,1011,186,109,581.94
2878,1012,88,197,648.15
2879,1013,96,795,513.17
2880,1013,110,1307,582.48
2881,1014,115,92,354.71
2882,1014,198,11,226.14
2883,1014,5,71,531.38
2884,1014,98,6,406.67
2885,1015,111,297,582.43
2886,1016,86,20,412.43
2887,1016,87,690,565.77
2888,1016,191,20,160.92
2889,1016,57,51,566.49
2890,1016,7,107,704.57
2891,1016,153,9,511.06
2892,1017,14,51,549.63
2893,1017,4,26,596.1
2894,1017,74,770,293.55
2895,1018,77,154,126.93
2896,1018,111,17,732.42
2897,1019,197,67,374.06
2898,1019,109,105,460.71
2899,1020,113,310,549.76
2900,1020,160,149,91.14
2901,1021,9,263,643.22
2902,1021,160,13,75.54
2903,1021,89,410,78.32
2904,1021,123,120,702.78
2905,1022,107,41,560.97
2906,1022,139,473,239.68
2907,1022,192,610,572.48
2908,1022,68,1229,424.04
2909,1023,9,583,542.89
2910,1023,81,1487,544.92
2911,1023,67,674,168.16
2912,1023,15,115,726.51
2913,1023,163,247,606.97
2914,1023,93,14,135.93
2915,1023,22,28,98.61
2916,1023,95,8,87.28
2917,1024,138,52,400.82
2918,1024,14,64,597.53
2919,1024,100,86,406.46
2920,1024,162,15,339.75
2921,1025,10,67,551.02
2922,1025,6,89,733.5
2923,1025,75,62,230.53
2924,1025,183,85,282.62
2925,1025,106,8,69.09
2926,1026,37,63,581.42
2927,1026,73,6,182.36
2928,1026,102,12,650.98
2929,1027,23,696,680.19
2930,1027,130,85,26.84
2931,1027,29,28,178.52
2932,1027,44,53,339.2
2933,1028,28,9,513.99
2934,1028,87,571,532.97
2935,1029,111,387,767.47
2936,1030,197,138,403.09
2937,1030,185,1315,268.37
2938,1030,170,731,206.25
2939,1031,180,90,344.46
2940,1031,64,40,466.69
2941,1031,32,101,609.01
2942,1031,150,44,355.65
2943,1032,165,281,61.71
2944,1032,130,404,29.0
2945,1033,48,14,752.85
2946,1033,131,742,504.15
2947,1033,198,15,232.0
2948,1034,197,263,324.07
2949,1034,127,192,346.09
2950,1034,183,118,330.87
2951,1035,77,11,119.88
2952,1035,136,68,383.28
2953,1035,148,70,364.12
2954,1035,79,1080,213.81
2955,1035,6,53,744.69
2956,1036,144,125,568.64
2957,1036,5,569,516.05
2958,1036,165,130,76.91
2959,1037,53,109,141.94
2960,1037,116,648,447.99
2961,1038,138,62,409.16
2962,1039,115,131,307.47
2963,1039,79,725,221.1
2964,1039,114,555,360.31
2965,1040,94,753,524.33
2966,1040,42,574,39.33
2967,1040,98,94,381.2
2968,1041,4,1357,581.41
2969,1041,136,5,328.45
2970,1041,91,468,307.6
2971,1041,108,1391,293.01
2972,1042,107,402,551.4
2973,1042,125,98,597.42
2974,1042,12,1494,123.37
2975,1043,116,6,490.6
2976,1043,120,259,453.47
2977,1044,73,156,212.06
2978,1044,66,1121,590.66
2979,1045,118,44,520.58
2980,1045,83,76,197.25
2981,1045,34,525,87.94
2982,1046,182,144,670.75
2983,1046,172,455,69.76
2984,1046,168,59,624.56
2985,1046,122,12,253.86
2986,1047,145,73,602.07
2987,1048,42,63,45.23
2988,1048,121,637,163.34
2989,1048,188,165,227.65
2990,1049,16,298,557.06
2991,1049,184,658,322.15
2992,1049,143,132,451.66
2993,1050,109,106,449.4
2994,1050,157,965,644.08
2995,1051,139,702,212.91
2996,1051,45,1304,344.34
2997,1052,12,266,146.51
2998,1052,15,85,657.05
2999,1052,124,1281,702.58
3000,1053,72,9,304.93
3001,1053,126,11,478.92
3002,1054,110,674,660.24
3003,1054,149,27,495.26
3004,1054,86,8,398.19
3005,1054,6,112,696.89
3006,1054,176,14,496.61
3007,1054,121,5,141.16
3008,1055,192,1237,441.79
3009,1055,79,29,202.85
3010,1056,111,1216,725.53
3011,1056,147,56,58.54
3012,1057,179,117,231.99
3013,1058,157,269,592.18
3014,1058,31,27,292.15
3015,1058,166,10,43.0
3016,1058,178,281,435.34
3017,1058,45,55,321.36
3018,1059,38,13,582.91
3019,1060,192,290,607.5
3020,1060,16,466,514.13
3021,1060,95,14,118.1
3022,1061,49,354,453.31
3023,1061,143,1176,602.71
3024,1062,41,160,135.18
3025,1062,136,490,320.8
3026,1063,200,372,62.59
3027,1063,84,340,332.73
3028,1063,14,637,707.67
3029,1064,148,35,388.9
3030,1064,53,221,143.44
3031,1064,20,1155,401.36
3032,1064,103,1203,610.88
3033,1064,41,64,169.58
3034,1064,92,481,212.04
3035,1064,12,277,143.54
3036,1064,85,513,618.42
3037,1065,21,20,211.73
3038,1065,44,129,315.77
3039,1065,135,117,112.8
3040,1065,112,88,425.15
3041,1065,114,665,336.11
3042,1066,98,1249,322.95
3043,1066,81,49,558.67
3044,1066,47,110,393.48
3045,1067,20,698,423.1
3046,1068,18,22,2.03
3047,1069,177,56,504.23
3048,1069,64,86,491.11
3049,1070,159,72,268.0
3050,1071,150,17,413.42
3051,1072,8,51,484.91
3052,1072,30,134,327.76
3053,1072,185,13,255.83
3054,1073,186,15,608.1
3055,1073,179,53,192.3
3056,1073,184,86,328.73
3057,1074,60,717,82.2
3058,1074,2,1475,588.75
3059,1074,48,15,695.35
3060,1074,27,1134,166.42
3061,1075,2,134,576.71
3062,1075,26,1299,555.05
3063,1075,170,658,253.4
3064,1075,75,589,210.06
3065,1076,107,1192,580.38
3066,1076,20,55,486.98
3067,1076,54,68,754.57
3068,1076,135,37,122.61
3069,1076,98,13,411.52
3070,1076,86,6,391.16
3071,1076,70,531,527.44
3072,1077,87,12,546.05
3073,1077,14,56,732.7
3074,1077,22,1127,75.37
3075,1077,81,20,670.43
3076,1077,192,26,559.26
3077,1077,63,65,654.51
3078,1078,125,55,567.13
3079,1078,156,269,611.01
3080,1078,112,16,360.39
3081,1079,44,761,280.68
3082,1079,46,275,159.46
3083,1079,80,500,95.0
3084,1079,103,1229,664.5
3085,1080,28,128,403.61
3086,1080,190,8,246.81
3087,1080,133,597,190.97
3088,1080,41,104,127.13
3089,1081,85,11,539.81
3090,1081,91,524,313.5
3091,1081,126,69,458.27
3092,1082,24,22,238.48
3093,1082,77,645,123.85
3094,1082,72,1129,330.9
3095,1082,192,12,584.19
3096,1083,32,19,537.38
3097,1084,198,101,241.27
3098,1084,46,54,133.7
3099,1085,186,233,500.15
3100,1086,2,148,683.67
3101,1087,168,5,547.24
3102,1088,57,23,449.7
3103,1088,110,575,631.04
3104,1088,93,124,170.66
3105,1088,148,38,446.45
3106,1088,121,584,139.78
3107,1089,111,1371,635.75
3108,1089,4,12,625.58
3109,1089,21,5,209.54
3110,1089,177,105,396.06
3111,1090,95,94,104.01
3112,1090,93,142,160.08
3113,1091,110,63,552.73
3114,1092,46,54,132.43
3115,1092,142,10,702.07
3116,1092,195,651,230.89
3117,1092,60,145,76.35
3118,1093,137,145,312.59
3119,1093,57,64,422.01
3120,1093,51,236,455.36
3121,1094,12,262,146.78
3122,1094,89,483,77.37
3123,1094,152,109,737.28
3124,1095,139,63,226.23
3125,1095,8,10,492.46
3126,1095,24,257,213.47
3127,1095,46,6,150.94
3128,1095,172,269,65.46
3129,1095,199,137,541.46
3130,1095,43,12,628.79
3131,1096,16,71,520.59
3132,1096,58,121,349.04
3133,1097,97,9,83.65
3134,1097,193,181,464.26
3135,1098,102,18,730.22
3136,1098,192,26,480.42
3137,1099,132,130,565.86
3138,1099,125,43,661.11
3139,1099,49,9,421.45
3140,1099,37,188,650.68
3141,1099,16,132,553.93
3142,1100,144,694,646.16
3143,1100,128,556,381.3
3144,1100,25,9,209.12
3145,1100,138,51,541.18
3146,1100,52,27,622.08
3147,1101,60,47,64.32
3148,1101,7,813,704.12
3149,1101,194,50,186.41
3150,1101,2,676,677.13
3151,1102,99,87,243.63
3152,1102,71,39,187.35
3153,1102,145,11,632.18
3154,1102,175,527,323.43
3155,1102,63,48,496.35
3156,1103,148,955,367.81
3157,1103,7,15,562.29
3158,1103,41,548,167.98
3159,1104,31,83,338.25
3160,1104,160,202,67.28
3161,1104,140,34,128.85
3162,1104,84,66,301.28
3163,1105,1,17,276.65
3164,1105,114,9,308.93
3165,1106,19,6,478.61
3166,1106,82,48,342.21
3167,1106,95,105,102.14
3168,1107,199,31,703.47
3169,1107,89,249,60.29
3170,1107,4,227,534.73
3171,1107,185,9,223.39
3172,1108,33,718,267.76
3173,1108,6,57,569.11
3174,1109,96,46,563.58
3175,1109,18,713,2.02
3176,1110,105,562,498.21
3177,1111,147,47,67.66
3178,1111,150,1112,310.54
3179,1112,173,9,345.62
3180,1112,95,70,113.51
3181,1112,46,58,141.56
3182,1112,53,1348,139.68
3183,1112,155,22,236.98
3184,1113,166,52,46.61
3185,1114,111,68,653.88
3186,1114,100,29,384.1
3187,1114,149,347,540.62
3188,1115,81,105,567.81
3189,1115,178,13,484.83
3190,1115,153,14,445.89
3191,1115,72,26,373.69
3192,1115,96,10,566.01
3193,1116,106,30,66.37
3194,1116,200,14,52.66
3195,1116,59,1325,592.36
3196,1117,133,629,194.49
3197,1117,135,177,131.56
3198,1118,157,579,607.13
3199,1118,186,25,624.04
3200,1119,140,93,128.66
3201,1119,112,13,397.9
3202,1120,189,81,642.55
3203,1120,42,184,42.41
3204,1121,8,29,504.17
3205,1121,92,112,202.12
3206,1122,38,543,519.83
3207,1122,52,11,666.78
3208,1122,49,134,450.69
3209,1123,176,86,504.04
3210,1124,36,563,322.25
3211,1124,27,1401,217.33
3212,1124,1,96,347.4
3213,1124,145,337,578.35
3214,1124,130,14,25.71
3215,1125,3,1384,387.5
3216,1125,4,1004,700.67
3217,1125,97,14,76.5
3218,1126,80,34,92.56
3219,1126,187,82,636.58
3220,1126,42,105,37.41
3221,1127,35,393,230.48
3222,1127,41,257,171.47
3223,1128,56,11,485.99
3224,1128,32,53,448.49
3225,1129,89,70,79.8
3226,1129,186,215,655.09
3227,1129,67,1445,217.26
3228,1130,50,818,33.81
3229,1130,66,479,611.7
3230,1130,107,18,532.98
3231,1131,172,265,81.26
3232,1131,130,614,23.66
3233,1132,164,195,503.34
3234,1132,156,23,653.1
3235,1133,3,135,463.14
3236,1133,180,834,458.34
3237,1133,55,19,76.71
3238,1133,114,688,353.15
3239,1134,74,1455,253.03
3240,1134,21,299,222.3
3241,1134,86,70,330.93
3242,1135,31,148,314.63
3243,1135,123,220,783.06
3244,1135,172,37,84.54
3245,1135,87,148,473.92
3246,1136,10,682,595.31
3247,1136,91,63,283.82
3248,1137,113,75,547.48
3249,1137,134,8,165.6
3250,1137,71,147,146.79
3251,1137,184,223,285.07
3252,1138,110,16,605.17
3253,1138,88,801,627.87
3254,1138,162,258,391.11
3255,1139,46,221,175.86
3256,1140,184,97,264.96
3257,1141,7,74,618.39
3258,1141,26,20,534.81
3259,1142,60,144,64.58
3260,1142,143,26,593.81
3261,1142,105,625,459.45
3262,1142,172,13,79.85
3263,1142,138,46,466.24
3264,1143,145,148,472.13
3265,1143,106,45,61.12
3266,1144,14,20,735.81
3267,1144,144,403,623.67
3268,1144,80,18,87.09
3269,1145,2,6,559.84
3270,1145,166,928,47.27
3271,1145,103,890,737.75
3272,1146,112,257,387.26
3273,1146,20,584,365.12
3274,1146,73,9,193.19
3275,1147,83,72,159.77
3276,1147,80,6,98.67
3277,1147,87,769,516.01
3278,1148,126,1260,527.91
3279,1148,187,1322,633.37
3280,1148,77,34,136.8
3281,1149,173,201,457.21
3282,1149,141,715,354.54
3283,1150,51,149,501.83
3284,1150,41,1401,150.99
3285,1150,28,5,454.81
3286,1151,174,1408,324.38
3287,1151,171,995,534.88
3288,1151,104,25,64.15
3289,1152,6,77,592.33
3290,1153,108,16,291.53
3291,1153,66,63,551.81
3292,1154,111,593,637.56
3293,1155,50,675,30.38
3294,1155,73,51,203.33
3295,1155,128,537,425.4
3296,1155,126,669,562.44
3297,1156,185,55,291.52
3298,1156,128,142,456.33
3299,1156,88,344,627.26
3300,1157,89,33,75.37
3301,1158,43,13,565.09
3302,1158,196,61,40.87
3303,1158,59,373,746.06
3304,1159,127,120,301.45
3305,1160,59,240,614.47
3306,1160,199,103,696.57
3307,1160,184,119,308.09
3308,1160,38,277,612.34
3309,1161,117,122,265.81
3310,1161,34,65,103.37
3311,1161,68,653,416.15
3312,1161,163,796,585.08
3313,1161,196,9,50.51
3314,1162,20,188,399.44
3315,1162,6,22,596.13
3316,1162,9,150,535.49
3317,1162,153,32,407.51
3318,1163,92,170,205.35
3319,1164,13,5,253.2
3320,1164,197,106,373.14
3321,1164,47,63,517.43
3322,1164,73,381,187.14
3323,1164,133,70,212.53
3324,1164,152,12,769.03
3325,1165,53,28,173.38
3326,1165,68,263,500.55
3327,1166,167,14,416.99
3328,1166,56,56,448.41
3329,1167,116,642,583.19
3330,1167,139,826,173.81
3331,1168,177,624,445.88
3332,1168,187,11,611.96
3333,1169,79,326,235.71
3334,1170,82,996,401.9
3335,1170,66,143,561.19
3336,1170,68,55,393.16
3337,1171,114,611,366.05
3338,1171,7,18,609.06
3339,1171,160,90,91.8
3340,1171,95,578,111.88
3341,1172,34,111,78.75
3342,1172,110,496,633.91
3343,1172,86,300,414.46
3344,1172,116,371,530.76
3345,1172,40,200,59.03
3346,1172,1,24,319.26
3347,1172,197,218,357.23
3348,1173,100,43,373.23
3349,1173,145,1179,567.03
3350,1173,28,362,463.82
3351,1173,133,48,239.44
3352,1174,135,647,125.07
3353,1174,43,9,739.43
3354,1174,103,8,714.97
3355,1175,124,135,672.76
3356,1175,73,747,233.15
3357,1176,85,14,503.9
3358,1176,189,473,683.01
3359,1177,171,399,589.3
3360,1177,55,138,90.71
3361,1178,25,86,189.35
3362,1178,119,13,653.72
3363,1179,44,58,357.41
3364,1179,128,69,494.06
3365,1179,136,708,383.77
3366,1179,109,56,360.53
3367,1180,33,36,361.34
3368,1181,167,922,395.54
3369,1182,85,1397,646.57
3370,1182,56,13,489.95
3371,1182,127,538,357.83
3372,1183,128,59,489.93
3373,1184,46,195,136.25
3374,1184,102,12,598.51
3375,1184,132,380,657.55
3376,1184,174,198,323.88
3377,1185,84,110,364.22
3378,1186,167,58,421.22
3379,1186,77,1299,131.77
3380,1187,169,537,55.2
3381,1187,70,1152,431.1
3382,1187,81,58,660.33
3383,1188,148,664,433.58
3384,1189,171,855,658.58
3385,1189,20,23,416.62
3386,1190,166,8,36.87
3387,1190,114,131,303.04
3388,1191,8,95,588.99
3389,1191,50,86,30.68
3390,1191,23,66,595.0
3391,1191,168,145,466.19
3392,1191,137,131,339.96
3393,1192,3,28,370.63
3394,1192,24,75,227.81
3395,1192,185,15,248.66
3396,1193,117,402,224.17
3397,1193,97,1142,93.69
3398,1194,93,22,159.78
3399,1194,191,29,132.36
3400,1194,118,9,470.65
3401,1194,50,13,38.71
3402,1194,186,15,488.57
3403,1195,110,8,634.74
3404,1195,195,14,268.51
3405,1195,180,875,446.63
3406,1195,48,27,761.94
3407,1196,4,26,693.72
3408,1196,83,21,145.61
3409,1197,136,918,351.32
3410,1197,18,14,2.03
3411,1197,163,61,642.26
3412,1198,13,62,250.09
3413,1198,111,19,750.09
3414,1199,148,8,349.11
