part_id,plant_id,quantity_on_hand,as_of_date
46,2,245,2026-09-24
50,2,160,2026-09-24
102,2,93,2026-09-24
27,2,131,2026-09-24
13,7,196,2026-09-24
99,4,31,2026-09-24
194,4,155,2026-09-24
5,10,22,2026-09-24
63,10,54,2026-09-24
168,10,96,2026-09-24
61,10,20,2026-09-24
127,6,105,2026-09-24
155,6,212,2026-09-24
176,2,125,2026-09-24
110,6,2,2026-09-24
82,1,134,2026-09-24
103,1,85,2026-09-24
97,2,95,2026-09-24
55,2,366,2026-09-24
142,10,45,2026-09-24
185,10,23,2026-09-24
187,10,78,2026-09-24
52,10,12,2026-09-24
161,10,67,2026-09-24
42,2,128,2026-09-24
7,2,233,2026-09-24
192,2,11,2026-09-24
35,5,60,2026-09-24
114,4,20,2026-09-24
200,4,69,2026-09-24
20,1,32,2026-09-24
116,2,177,2026-09-24
87,4,73,2026-09-24
117,10,144,2026-09-24
24,7,124,2026-09-24
19,7,34,2026-09-24
122,3,178,2026-09-24
15,2,124,2026-09-24
31,3,94,2026-09-24
148,3,231,2026-09-24
107,7,92,2026-09-24
143,6,98,2026-09-24
2,6,22,2026-09-24
65,6,128,2026-09-24
16,8,20,2026-09-24
42,9,78,2026-09-24
197,6,13,2026-09-24
74,6,55,2026-09-24
182,1,38,2026-09-24
62,1,177,2026-09-24
58,10,105,2026-09-24
136,9,122,2026-09-24
94,9,97,2026-09-24
93,9,120,2026-09-24
22,8,177,2026-09-24
27,8,105,2026-09-24
120,8,70,2026-09-24
45,5,97,2026-09-24
31,4,102,2026-09-24
93,4,50,2026-09-24
62,4,78,2026-09-24
123,10,54,2026-09-24
146,10,82,2026-09-24
46,10,74,2026-09-24
77,1,32,2026-09-24
191,4,156,2026-09-24
30,2,194,2026-09-24
186,2,52,2026-09-24
154,7,27,2026-09-24
59,9,88,2026-09-24
164,9,48,2026-09-24
155,7,174,2026-09-24
74,4,91,2026-09-24
72,4,139,2026-09-24
184,7,67,2026-09-24
44,4,100,2026-09-24
152,4,11,2026-09-24
59,4,108,2026-09-24
173,10,28,2026-09-24
138,10,79,2026-09-24
88,8,71,2026-09-24
112,8,280,2026-09-24
35,8,24,2026-09-24
92,8,62,2026-09-24
170,8,138,2026-09-24
198,9,88,2026-09-24
192,3,53,2026-09-24
187,3,46,2026-09-24
152,10,115,2026-09-24
163,8,141,2026-09-24
45,8,38,2026-09-24
158,4,45,2026-09-24
16,4,217,2026-09-24
182,2,84,2026-09-24
52,2,53,2026-09-24
107,8,291,2026-09-24
80,8,56,2026-09-24
105,3,118,2026-09-24
56,8,74,2026-09-24
157,7,119,2026-09-24
124,7,117,2026-09-24
96,1,42,2026-09-24
57,3,106,2026-09-24
121,3,65,2026-09-24
117,2,7,2026-09-24
158,9,85,2026-09-24
177,9,11,2026-09-24
8,3,113,2026-09-24
119,3,32,2026-09-24
6,3,70,2026-09-24
66,6,141,2026-09-24
170,6,66,2026-09-24
146,8,40,2026-09-24
155,10,116,2026-09-24
86,7,94,2026-09-24
77,2,62,2026-09-24
97,1,91,2026-09-24
116,8,83,2026-09-24
15,8,166,2026-09-24
106,7,32,2026-09-24
26,7,137,2026-09-24
23,1,29,2026-09-24
99,1,102,2026-09-24
69,1,133,2026-09-24
195,1,62,2026-09-24
144,1,59,2026-09-24
194,1,312,2026-09-24
174,7,56,2026-09-24
31,2,265,2026-09-24
20,2,137,2026-09-24
146,2,126,2026-09-24
53,7,54,2026-09-24
184,4,101,2026-09-24
77,8,145,2026-09-24
78,5,50,2026-09-24
98,5,60,2026-09-24
39,9,121,2026-09-24
106,2,179,2026-09-24
196,3,75,2026-09-24
84,3,78,2026-09-24
3,3,53,2026-09-24
177,4,43,2026-09-24
85,4,174,2026-09-24
95,5,76,2026-09-24
129,7,149,2026-09-24
92,7,4,2026-09-24
79,4,52,2026-09-24
20,7,62,2026-09-24
185,7,52,2026-09-24
138,7,48,2026-09-24
54,9,26,2026-09-24
94,8,130,2026-09-24
9,10,79,2026-09-24
58,8,27,2026-09-24
169,3,17,2026-09-24
191,8,58,2026-09-24
110,5,41,2026-09-24
46,4,26,2026-09-24
33,4,75,2026-09-24
81,4,43,2026-09-24
116,7,20,2026-09-24
142,4,57,2026-09-24
155,4,123,2026-09-24
71,4,222,2026-09-24
28,4,78,2026-09-24
150,10,29,2026-09-24
59,3,4,2026-09-24
100,5,82,2026-09-24
43,5,56,2026-09-24
187,5,95,2026-09-24
148,5,35,2026-09-24
82,5,286,2026-09-24
19,5,72,2026-09-24
52,5,84,2026-09-24
47,8,127,2026-09-24
99,8,2,2026-09-24
15,1,174,2026-09-24
181,4,68,2026-09-24
35,2,157,2026-09-24
196,2,8,2026-09-24
124,2,129,2026-09-24
153,2,74,2026-09-24
116,3,143,2026-09-24
92,3,33,2026-09-24
118,10,46,2026-09-24
83,6,89,2026-09-24
161,5,177,2026-09-24
77,5,85,2026-09-24
23,10,8,2026-09-24
7,3,42,2026-09-24
178,4,12,2026-09-24
48,4,184,2026-09-24
106,4,19,2026-09-24
135,4,137,2026-09-24
58,6,53,2026-09-24
36,6,197,2026-09-24
131,6,108,2026-09-24
183,10,99,2026-09-24
154,2,19,2026-09-24
142,8,67,2026-09-24
162,1,130,2026-09-24
111,1,137,2026-09-24
163,5,42,2026-09-24
42,1,3,2026-09-24
47,10,140,2026-09-24
100,10,28,2026-09-24
28,8,44,2026-09-24
40,4,43,2026-09-24
55,4,21,2026-09-24
199,4,40,2026-09-24
87,6,71,2026-09-24
60,6,56,2026-09-24
113,9,19,2026-09-24
101,9,148,2026-09-24
31,9,14,2026-09-24
102,4,17,2026-09-24
60,10,114,2026-09-24
101,10,52,2026-09-24
91,10,16,2026-09-24
15,9,90,2026-09-24
194,9,70,2026-09-24
81,6,18,2026-09-24
31,6,124,2026-09-24
28,2,95,2026-09-24
130,5,98,2026-09-24
79,2,35,2026-09-24
177,10,100,2026-09-24
57,1,149,2026-09-24
3,1,74,2026-09-24
54,1,185,2026-09-24
160,1,72,2026-09-24
120,9,90,2026-09-24
61,9,103,2026-09-24
187,2,105,2026-09-24
173,2,159,2026-09-24
168,2,49,2026-09-24
65,9,83,2026-09-24
6,9,140,2026-09-24
88,9,45,2026-09-24
108,6,5,2026-09-24
116,6,75,2026-09-24
29,6,227,2026-09-24
38,6,20,2026-09-24
32,2,70,2026-09-24
114,3,21,2026-09-24
170,7,199,2026-09-24
39,10,73,2026-09-24
30,10,59,2026-09-24
180,1,214,2026-09-24
63,1,104,2026-09-24
58,9,239,2026-09-24
91,6,11,2026-09-24
19,1,95,2026-09-24
102,1,59,2026-09-24
61,8,105,2026-09-24
66,8,372,2026-09-24
83,9,149,2026-09-24
171,2,205,2026-09-24
58,2,31,2026-09-24
76,4,105,2026-09-24
92,4,40,2026-09-24
86,4,72,2026-09-24
41,8,90,2026-09-24
160,8,150,2026-09-24
151,5,50,2026-09-24
179,5,39,2026-09-24
112,5,42,2026-09-24
166,9,180,2026-09-24
172,9,67,2026-09-24
11,9,19,2026-09-24
125,1,35,2026-09-24
154,1,96,2026-09-24
168,3,54,2026-09-24
131,3,8,2026-09-24
13,8,86,2026-09-24
182,8,51,2026-09-24
25,4,18,2026-09-24
180,4,103,2026-09-24
186,10,38,2026-09-24
91,7,26,2026-09-24
195,7,28,2026-09-24
33,10,78,2026-09-24
163,2,123,2026-09-24
62,8,110,2026-09-24
89,7,71,2026-09-24
132,6,209,2026-09-24
5,6,3,2026-09-24
23,6,126,2026-09-24
110,8,58,2026-09-24
5,8,20,2026-09-24
73,6,26,2026-09-24
97,7,163,2026-09-24
122,8,43,2026-09-24
62,10,22,2026-09-24
75,7,264,2026-09-24
133,4,82,2026-09-24
112,4,45,2026-09-24
192,4,35,2026-09-24
103,4,171,2026-09-24
173,4,27,2026-09-24
160,2,166,2026-09-24
47,9,87,2026-09-24
70,9,331,2026-09-24
41,9,130,2026-09-24
168,1,65,2026-09-24
61,1,21,2026-09-24
171,5,142,2026-09-24
170,3,61,2026-09-24
189,6,9,2026-09-24
13,6,263,2026-09-24
56,6,53,2026-09-24
86,10,70,2026-09-24
77,10,44,2026-09-24
31,10,136,2026-09-24
28,5,59,2026-09-24
123,4,51,2026-09-24
41,3,20,2026-09-24
17,3,18,2026-09-24
143,9,72,2026-09-24
167,4,64,2026-09-24
63,4,47,2026-09-24
195,4,48,2026-09-24
32,4,112,2026-09-24
4,3,85,2026-09-24
82,3,6,2026-09-24
21,8,52,2026-09-24
123,9,43,2026-09-24
40,9,34,2026-09-24
149,2,197,2026-09-24
156,2,121,2026-09-24
77,6,53,2026-09-24
130,6,61,2026-09-24
112,3,75,2026-09-24
65,10,5,2026-09-24
127,10,52,2026-09-24
8,6,111,2026-09-24
169,4,29,2026-09-24
50,1,18,2026-09-24
95,1,85,2026-09-24
157,1,83,2026-09-24
165,9,270,2026-09-24
104,5,56,2026-09-24
109,2,6,2026-09-24
128,2,137,2026-09-24
118,3,11,2026-09-24
130,3,85,2026-09-24
95,6,61,2026-09-24
58,1,131,2026-09-24
198,1,68,2026-09-24
136,5,35,2026-09-24
56,5,67,2026-09-24
114,9,134,2026-09-24
106,10,6,2026-09-24
12,10,51,2026-09-24
169,6,196,2026-09-24
167,1,81,2026-09-24
158,1,18,2026-09-24
12,1,29,2026-09-24
149,7,109,2026-09-24
181,8,157,2026-09-24
151,6,29,2026-09-24
101,1,14,2026-09-24
182,3,26,2026-09-24
3,6,62,2026-09-24
102,10,23,2026-09-24
105,10,53,2026-09-24
105,6,36,2026-09-24
113,8,20,2026-09-24
166,4,193,2026-09-24
45,7,138,2026-09-24
107,6,95,2026-09-24
86,6,2,2026-09-24
125,5,306,2026-09-24
101,7,70,2026-09-24
125,10,97,2026-09-24
196,4,113,2026-09-24
131,2,84,2026-09-24
9,8,28,2026-09-24
105,5,109,2026-09-24
163,10,114,2026-09-24
69,3,56,2026-09-24
156,3,23,2026-09-24
132,8,202,2026-09-24
102,8,62,2026-09-24
158,3,5,2026-09-24
50,3,2,2026-09-24
107,2,94,2026-09-24
96,3,24,2026-09-24
13,3,132,2026-09-24
75,2,31,2026-09-24
7,6,23,2026-09-24
14,6,345,2026-09-24
190,6,5,2026-09-24
171,6,71,2026-09-24
137,5,98,2026-09-24
31,5,56,2026-09-24
75,1,337,2026-09-24
103,7,74,2026-09-24
72,2,127,2026-09-24
104,1,194,2026-09-24
54,10,11,2026-09-24
99,7,178,2026-09-24
60,8,64,2026-09-24
76,7,59,2026-09-24
190,7,107,2026-09-24
113,1,82,2026-09-24
62,9,11,2026-09-24
167,9,151,2026-09-24
84,8,97,2026-09-24
44,8,61,2026-09-24
32,7,41,2026-09-24
30,8,40,2026-09-24
103,8,101,2026-09-24
186,8,133,2026-09-24
107,5,36,2026-09-24
183,3,82,2026-09-24
34,7,48,2026-09-24
45,6,113,2026-09-24
182,6,147,2026-09-24
76,3,34,2026-09-24
191,3,71,2026-09-24
122,7,66,2026-09-24
165,7,191,2026-09-24
83,2,92,2026-09-24
73,7,68,2026-09-24
111,3,61,2026-09-24
195,3,8,2026-09-24
93,5,102,2026-09-24
20,5,211,2026-09-24
53,2,36,2026-09-24
74,9,87,2026-09-24
20,9,72,2026-09-24
191,7,23,2026-09-24
23,7,77,2026-09-24
196,7,53,2026-09-24
110,3,81,2026-09-24
126,4,71,2026-09-24
124,9,27,2026-09-24
67,9,194,2026-09-24
13,10,64,2026-09-24
33,6,16,2026-09-24
150,6,17,2026-09-24
39,6,74,2026-09-24
74,2,98,2026-09-24
183,2,88,2026-09-24
133,2,77,2026-09-24
115,4,15,2026-09-24
57,9,27,2026-09-24
7,9,150,2026-09-24
4,10,37,2026-09-24
77,7,233,2026-09-24
111,7,116,2026-09-24
9,9,93,2026-09-24
139,4,105,2026-09-24
68,4,150,2026-09-24
67,2,39,2026-09-24
162,10,61,2026-09-24
75,4,14,2026-09-24
37,1,110,2026-09-24
73,1,46,2026-09-24
44,6,95,2026-09-24
87,10,87,2026-09-24
150,9,251,2026-09-24
48,5,53,2026-09-24
131,5,55,2026-09-24
136,6,108,2026-09-24
6,6,103,2026-09-24
165,4,122,2026-09-24
116,4,90,2026-09-24
138,4,44,2026-09-24
4,5,55,2026-09-24
125,8,76,2026-09-24
73,3,147,2026-09-24
66,3,42,2026-09-24
83,3,14,2026-09-24
34,3,120,2026-09-24
188,3,59,2026-09-24
16,5,185,2026-09-24
124,1,94,2026-09-24
110,1,231,2026-09-24
149,1,97,2026-09-24
176,1,50,2026-09-24
192,9,99,2026-09-24
157,6,95,2026-09-24
166,6,120,2026-09-24
49,5,77,2026-09-24
136,10,164,2026-09-24
12,4,84,2026-09-24
135,9,18,2026-09-24
177,3,26,2026-09-24
150,2,16,2026-09-24
107,10,109,2026-09-24
125,3,107,2026-09-24
103,5,59,2026-09-24
190,10,121,2026-09-24
126,5,7,2026-09-24
93,10,25,2026-09-24
142,2,6,2026-09-24
139,1,87,2026-09-24
43,1,88,2026-09-24
37,9,87,2026-09-24
16,9,23,2026-09-24
144,2,68,2026-09-24
60,7,86,2026-09-24
7,7,154,2026-09-24
41,7,164,2026-09-24
160,7,39,2026-09-24
1,10,181,2026-09-24
4,1,126,2026-09-24
185,1,51,2026-09-24
106,5,41,2026-09-24
200,5,98,2026-09-24
140,4,9,2026-09-24
92,5,48,2026-09-24
38,3,50,2026-09-24
52,3,89,2026-09-24
49,3,27,2026-09-24
36,4,93,2026-09-24
32,5,54,2026-09-24
156,9,90,2026-09-24
55,6,251,2026-09-24
74,7,111,2026-09-24
87,2,158,2026-09-24
10,10,25,2026-09-24
134,7,66,2026-09-24
2,3,29,2026-09-24
166,3,54,2026-09-24
80,9,26,2026-09-24
126,10,75,2026-09-24
173,3,25,2026-09-24
51,5,97,2026-09-24
66,1,124,2026-09-24
50,9,191,2026-09-24
185,5,9,2026-09-24
88,5,100,2026-09-24
43,10,75,2026-09-24
38,4,63,2026-09-24
34,8,24,2026-09-24
196,8,59,2026-09-24
9,6,36,2026-09-24
197,2,38,2026-09-24
139,8,218,2026-09-24
177,8,63,2026-09-24
66,5,32,2026-09-24
160,3,25,2026-09-24
145,3,208,2026-09-24
133,3,151,2026-09-24
189,4,83,2026-09-24
119,6,34,2026-09-24
128,4,22,2026-09-24
174,8,105,2026-09-24
84,2,45,2026-09-24
169,1,126,2026-09-24
70,1,177,2026-09-24
83,1,17,2026-09-24
147,2,249,2026-09-24
100,6,11,2026-09-24
17,2,47,2026-09-24
121,2,107,2026-09-24
25,10,80,2026-09-24
27,10,18,2026-09-24
142,7,35,2026-09-24
40,7,21,2026-09-24
178,1,106,2026-09-24
200,3,5,2026-09-24
26,3,12,2026-09-24
53,6,135,2026-09-24
121,6,46,2026-09-24
93,6,121,2026-09-24
4,6,35,2026-09-24
90,4,83,2026-09-24
190,4,25,2026-09-24
51,4,133,2026-09-24
198,6,1,2026-09-24
95,9,201,2026-09-24
138,9,56,2026-09-24
105,9,27,2026-09-24
68,7,23,2026-09-24
88,7,35,2026-09-24
188,6,184,2026-09-24
1,3,27,2026-09-24
125,4,41,2026-09-24
46,3,73,2026-09-24
181,3,133,2026-09-24
102,6,45,2026-09-24
18,9,122,2026-09-24
158,7,35,2026-09-24
22,7,33,2026-09-24
181,7,142,2026-09-24
189,10,135,2026-09-24
57,5,54,2026-09-24
37,7,105,2026-09-24
58,3,34,2026-09-24
29,1,47,2026-09-24
25,3,71,2026-09-24
101,3,29,2026-09-24
59,6,12,2026-09-24
97,9,93,2026-09-24
24,3,20,2026-09-24
69,9,36,2026-09-24
162,4,92,2026-09-24
28,7,124,2026-09-24
145,8,45,2026-09-24
40,8,50,2026-09-24
48,3,60,2026-09-24
31,8,193,2026-09-24
90,5,36,2026-09-24
189,2,24,2026-09-24
118,9,5,2026-09-24
79,7,205,2026-09-24
158,8,57,2026-09-24
148,10,64,2026-09-24
110,4,137,2026-09-24
193,4,66,2026-09-24
80,4,95,2026-09-24
145,6,17,2026-09-24
50,6,17,2026-09-24
122,9,91,2026-09-24
19,10,61,2026-09-24
57,8,36,2026-09-24
166,8,98,2026-09-24
48,10,82,2026-09-24
174,10,86,2026-09-24
71,9,44,2026-09-24
66,9,39,2026-09-24
181,1,140,2026-09-24
2,5,54,2026-09-24
92,1,28,2026-09-24
97,5,53,2026-09-24
55,5,74,2026-09-24
1,2,24,2026-09-24
157,4,36,2026-09-24
166,5,65,2026-09-24
151,9,190,2026-09-24
21,3,62,2026-09-24
144,8,91,2026-09-24
65,5,90,2026-09-24
144,3,86,2026-09-24
198,10,40,2026-09-24
105,2,15,2026-09-24
196,9,256,2026-09-24
44,10,28,2026-09-24
99,9,104,2026-09-24
4,4,103,2026-09-24
142,1,138,2026-09-24
95,8,51,2026-09-24
138,6,25,2026-09-24
185,9,70,2026-09-24
85,3,168,2026-09-24
141,2,100,2026-09-24
153,10,18,2026-09-24
51,6,30,2026-09-24
120,10,88,2026-09-24
33,8,43,2026-09-24
67,8,22,2026-09-24
194,6,67,2026-09-24
179,2,29,2026-09-24
69,2,119,2026-09-24
98,1,26,2026-09-24
159,2,21,2026-09-24
43,2,190,2026-09-24
174,4,41,2026-09-24
159,5,198,2026-09-24
136,1,36,2026-09-24
60,5,50,2026-09-24
19,4,19,2026-09-24
189,5,34,2026-09-24
79,5,5,2026-09-24
96,7,52,2026-09-24
90,6,213,2026-09-24
108,2,77,2026-09-24
25,7,35,2026-09-24
152,9,96,2026-09-24
161,9,157,2026-09-24
173,8,36,2026-09-24
145,9,7,2026-09-24
3,9,89,2026-09-24
19,9,46,2026-09-24
132,4,58,2026-09-24
154,6,3,2026-09-24
139,2,42,2026-09-24
179,6,165,2026-09-24
40,5,146,2026-09-24
122,2,89,2026-09-24
131,7,25,2026-09-24
155,1,103,2026-09-24
68,2,18,2026-09-24
179,7,105,2026-09-24
6,7,116,2026-09-24
90,10,106,2026-09-24
25,1,13,2026-09-24
69,4,111,2026-09-24
94,4,26,2026-09-24
200,1,39,2026-09-24
133,5,123,2026-09-24
64,7,113,2026-09-24
28,6,17,2026-09-24
180,8,155,2026-09-24
83,7,37,2026-09-24
72,1,52,2026-09-24
88,10,138,2026-09-24
35,3,231,2026-09-24
171,3,87,2026-09-24
181,2,5,2026-09-24
58,5,58,2026-09-24
114,8,10,2026-09-24
56,3,101,2026-09-24
151,3,4,2026-09-24
137,6,153,2026-09-24
164,3,38,2026-09-24
161,1,90,2026-09-24
29,4,70,2026-09-24
158,2,121,2026-09-24
44,2,193,2026-09-24
71,1,178,2026-09-24
27,6,164,2026-09-24
181,6,13,2026-09-24
90,8,73,2026-09-24
199,5,50,2026-09-24
183,7,8,2026-09-24
17,9,46,2026-09-24
186,3,75,2026-09-24
17,1,56,2026-09-24
134,5,55,2026-09-24
186,5,2,2026-09-24
18,8,110,2026-09-24
75,8,88,2026-09-24
9,4,93,2026-09-24
155,2,178,2026-09-24
45,9,85,2026-09-24
146,7,60,2026-09-24
84,4,87,2026-09-24
43,4,131,2026-09-24
192,5,2,2026-09-24
22,5,38,2026-09-24
96,5,83,2026-09-24
112,1,134,2026-09-24
151,2,106,2026-09-24
120,5,79,2026-09-24
12,9,18,2026-09-24
38,1,12,2026-09-24
94,2,12,2026-09-24
140,6,162,2026-09-24
19,6,25,2026-09-24
142,6,65,2026-09-24
64,10,64,2026-09-24
137,4,2,2026-09-24
132,7,65,2026-09-24
76,1,117,2026-09-24
160,6,68,2026-09-24
98,3,34,2026-09-24
5,1,79,2026-09-24
37,3,41,2026-09-24
46,7,176,2026-09-24
47,1,68,2026-09-24
175,4,121,2026-09-24
89,6,116,2026-09-24
78,2,58,2026-09-24
188,10,63,2026-09-24
90,2,110,2026-09-24
86,5,48,2026-09-24
141,1,30,2026-09-24
169,5,63,2026-09-24
52,1,20,2026-09-24
25,5,8,2026-09-24
74,3,30,2026-09-24
26,6,1,2026-09-24
196,6,179,2026-09-24
15,6,10,2026-09-24
68,9,5,2026-09-24
114,2,90,2026-09-24
139,5,88,2026-09-24
127,9,135,2026-09-24
16,1,96,2026-09-24
150,3,91,2026-09-24
43,8,1,2026-09-24
92,2,54,2026-09-24
67,1,39,2026-09-24
90,1,173,2026-09-24
36,7,2,2026-09-24
188,1,239,2026-09-24
78,10,12,2026-09-24
26,10,47,2026-09-24
107,3,96,2026-09-24
198,3,17,2026-09-24
98,6,41,2026-09-24
42,4,6,2026-09-24
118,2,72,2026-09-24
184,9,53,2026-09-24
152,3,22,2026-09-24
27,1,69,2026-09-24
86,2,21,2026-09-24
113,6,20,2026-09-24
156,8,156,2026-09-24
115,3,56,2026-09-24
153,4,42,2026-09-24
56,10,133,2026-09-24
49,6,18,2026-09-24
147,6,17,2026-09-24
17,6,105,2026-09-24
80,3,77,2026-09-24
14,9,98,2026-09-24
180,5,71,2026-09-24
56,1,4,2026-09-24
42,6,70,2026-09-24
151,4,110,2026-09-24
134,8,16,2026-09-24
80,1,153,2026-09-24
30,5,46,2026-09-24
72,6,69,2026-09-24
35,10,108,2026-09-24
85,10,78,2026-09-24
147,3,27,2026-09-24
70,6,61,2026-09-24
52,4,12,2026-09-24
57,4,82,2026-09-24
47,4,1,2026-09-24
161,6,69,2026-09-24
1,8,91,2026-09-24
79,8,9,2026-09-24
101,4,58,2026-09-24
30,9,157,2026-09-24
143,3,22,2026-09-24
6,2,130,2026-09-24
150,4,56,2026-09-24
178,3,21,2026-09-24
109,10,2,2026-09-24
115,7,4,2026-09-24
171,4,96,2026-09-24
134,4,2,2026-09-24
105,7,17,2026-09-24
170,10,53,2026-09-24
131,10,15,2026-09-24
70,8,65,2026-09-24
88,3,9,2026-09-24
135,6,74,2026-09-24
141,8,133,2026-09-24
90,9,20,2026-09-24
3,5,69,2026-09-24
197,9,95,2026-09-24
130,7,53,2026-09-24
194,5,115,2026-09-24
162,3,11,2026-09-24
168,5,11,2026-09-24
115,5,48,2026-09-24
101,2,7,2026-09-24
29,3,46,2026-09-24
118,1,94,2026-09-24
37,8,67,2026-09-24
64,2,58,2026-09-24
182,5,24,2026-09-24
67,10,38,2026-09-24
11,2,31,2026-09-24
137,9,112,2026-09-24
162,7,88,2026-09-24
119,7,80,2026-09-24
183,9,119,2026-09-24
186,6,11,2026-09-24
79,1,28,2026-09-24
129,9,24,2026-09-24
34,9,73,2026-09-24
100,4,17,2026-09-24
197,8,64,2026-09-24
192,6,50,2026-09-24
152,6,50,2026-09-24
158,6,50,2026-09-24
108,9,15,2026-09-24
34,2,93,2026-09-24
162,5,56,2026-09-24
11,3,60,2026-09-24
101,5,5,2026-09-24
8,4,55,2026-09-24
193,3,6,2026-09-24
163,1,88,2026-09-24
51,10,71,2026-09-24
23,2,13,2026-09-24
78,1,134,2026-09-24
156,10,70,2026-09-24
182,4,3,2026-09-24
55,10,85,2026-09-24
113,3,31,2026-09-24
78,3,39,2026-09-24
10,8,36,2026-09-24
149,6,128,2026-09-24
199,3,12,2026-09-24
184,6,14,2026-09-24
118,4,4,2026-09-24
198,7,17,2026-09-24
104,2,28,2026-09-24
125,7,13,2026-09-24
176,8,44,2026-09-24
26,5,53,2026-09-24
139,6,33,2026-09-24
140,3,93,2026-09-24
64,1,40,2026-09-24
24,9,27,2026-09-24
53,3,35,2026-09-24
151,7,49,2026-09-24
184,3,7,2026-09-24
159,3,45,2026-09-24
161,8,25,2026-09-24
137,7,5,2026-09-24
187,4,9,2026-09-24
82,8,18,2026-09-24
75,5,3,2026-09-24
89,5,5,2026-09-24
91,2,23,2026-09-24
165,6,53,2026-09-24
123,3,87,2026-09-24
160,4,82,2026-09-24
167,5,4,2026-09-24
54,6,26,2026-09-24
162,6,2,2026-09-24
39,3,1,2026-09-24
15,10,36,2026-09-24
28,9,21,2026-09-24
167,8,1,2026-09-24
120,4,43,2026-09-24
65,4,81,2026-09-24
12,5,6,2026-09-24
141,5,11,2026-09-24
51,3,10,2026-09-24
146,6,62,2026-09-24
